,DOB,Image,Summary,Name
418,,https://upload.wikimedia.org/wikipedia/commons/b/b1/Narain_Actor.jpg,"Sunil Kumar, known by his stage name Narain, is an Indian film actor, who has starred in Malayalam, Tamil and Telugu films. He made his debut in Adoor Gopalakrishnan's Nizhalkuthu (2002), followed by performances in Malayalam films 4 the People (2004), Achuvinte Amma (2005), and Classmates (2006). Narain's Tamil debut was in Mysskin's Chithiram Pesuthadi (2006).
",Narain
419,24-07-1923,https://upload.wikimedia.org/wikipedia/en/d/d2/Narasimharaju_%28Kannada_actor%29.jpg,"Tiptur Ramaraju Narasimharaju (Kannada: ನರಸಿಂಹರಾಜು) (24 July 1923 – 11 July 1979) was a very popular Kannada actor specialised in roles that required ample comic timing. He was the comedy stalwart of the Kannada film industry. He acted in more than 250 Kannada films between 1954 and 1979. He was also referred to as Hasya Chakravarti.[2]
",Narasimharaju
420,26-12-1951,,"Narasimha Raju or Narasimharaju is a Telugu and Tamil film and television actor.[1] He was known as Andhra Kamal Haasan. He rose to the heights of stardom with his movies, Needaleni Adadi, Turpu Padamara, Kanyakumari, Idekkadi Nyayam and Jaganmohini. He was considered the folk hero of the generation next to that of N. T. Rama Rao and Tadepalli Lakshmi Kanta Rao.[2]
",Narasimharaju
421,,https://upload.wikimedia.org/wikipedia/en/d/d3/Narendra_Prasad.jpg,"Raghava Kurup Narendra Prasad (26 December 1946 – 3 November 2003) was a popular Indian actor, playwright, director, teacher and literary critic. He was born at Mavelikara, Alappuzha District, in the south Indian state of Kerala.[1]
",Narendra Prasad
422,,https://upload.wikimedia.org/wikipedia/commons/7/7e/Naresh-Vijaya-Krishna.jpg,"Naresh Vijaya Krishna, popularly known as Naresh, is an Indian film actor, politician[1] and social activist known for his works predominantly in Telugu cinema and television. He began acting as child in 1970, and starred in around 200[2] films in a variety of roles including lead actor, father[3] and comedy roles. Some of the box office successes he appeared in were Rendu Jella Sita (1983), Sreevariki Prema Lekha (1984), Sri Kanaka Mahalaxmi Recording Dance Troupe (1987), Bava Bava Panneeru (1989), Manasu Mamatha (1990) and Jamba Lakidi Pamba (1993). He also received the title H.E. (his Excellency) and received a PHD in arts (his 2nd doctorate) from the United Nations ICDRHRP group.[4][5]
",Naresh
423,20-07-1949,https://upload.wikimedia.org/wikipedia/commons/0/00/Naseeruddin_Shah.jpg,"Naseeruddin Shah (born 20 July 1949) is an Indian film and stage actor and director in the Hindi language film industry. He is notable in Indian parallel cinema.[1] He has won numerous awards in his career, including three National Film Awards, three Filmfare Awards and an award at the Venice Film Festival. The Government of India has honoured him with the Padma Shri and the Padma Bhushan awards for his contributions to Indian cinema.[2]
",Naseeruddin Shah
424,,,"M. Nassar (born 5 March 1958) is a polyglot Indian film actor, director, producer, dubbing artist and playback singer who mainly works in the South Indian film industry. He is the incumbent leader of the Nadigar Sangam.[1]
",Nassar
425,,,"Navdeep Pallapolu is an Indian film actor and television personality who stars predominantly in Telugu films along with a few Tamil films.
",Navdeep
426,19-05-1974,https://upload.wikimedia.org/wikipedia/commons/c/ca/Nawazuddin_Siddiqui_-_IIFA_2017_Green_Carpet_%2836349709816%29_%28cropped%29.jpg,"Nawazuddin Siddiqui (born 19 May 1974) is an Indian actor, known for his works in Hindi cinema.[1][4] An alumnus of the National School of Drama. Nawazuddin Siddiqui started getting roles in independent films; these were the films which gave him and Indian Cinema recognition internationally. Most of his Independent films have received critical acclaim at International Films Festivals, such as the Academy Awards, Cannes Film Festival, Berlin Film Festival, Busan Film Festival, Tribeca Film Festival, and the Asia Pacific Screen Awards.
",Nawazuddin Siddiqui
427,22-05-1948,https://upload.wikimedia.org/wikipedia/commons/9/9b/Nedumudi_Venu_2008.jpg,"Kesavan Venugopal (born 22 May 1948), known popularly by his stage name Nedumudi Venu, is an Indian film actor from Kerala, who predominantly works in the Malayalam Cinema.[1] Widely regarded as one of the greatest actors in Indian cinema of all time,[2][3] he has acted in more than 500 films, primarily in Malayalam and also in Tamil. He has also written screenplays and has directed one film. He has won two National Film Awards and six Kerala State Film Awards for his various performances.[4][5][6][7]
",Nedumudi Venu
428,,,"Johnny known professionally as Negro Johnny was an Indian film actor & stunt co-ordinator[2] in the Kannada film industry, as well as Malayalam, Telugu, Tamil film industries. Some of the notable films[3] of Negro Johnny as an actor include Samyuktha (1988), Gajapathi Garvabhanga (1989) and SP Sangliyana 2 (1990).
",Negro Johnny
429,15-01-1982,https://upload.wikimedia.org/wikipedia/commons/5/59/Neil_Nitin_Mukesh_at_the_Volkswagen_event.jpg,"Neil Nitin Mukesh (born 15 January 1982) is an Indian actor, who appears in Hindi-language films. He is the son, and grandson of singers Nitin Mukesh and Mukesh, respectively. 
",Neil Nitin Mukesh
430,,,"Nikhil Kumarswamy is an Indian actor and Politician.[4] He has acted in the Kannada and Telugu film industries. He made his acting debut with the Kannada-Telugu bilingual film Jaguar (2016).[5]
",Nikhil Gowda
431,,,"Nikhil Siddhartha (born 1 June) is an actor in the Telugu film industry. After playing minor roles in few films, Nikhil rose to fame with Sekhar Kammula's college drama Happy Days (2007). He went on to star in several critically and commercially acclaimed films such as Yuvatha (2008), Alasyam Amrutham (2010), Veedu Theda (2011) Swamy Ra Ra (2013), Karthikeya (2014), Surya vs Surya (2015), Ekkadiki Pothavu Chinnavada (2016), Keshava (2017), Kirrak Party (2018) and Arjun Suravaram (2019).
",Nikhil Siddharth
432,,https://upload.wikimedia.org/wikipedia/commons/0/01/Nilu_Phule.jpg,"Nilu Phule (died 13 July 2009) was an Indian actor known for his roles in the Marathi language movies and Marathi theatre. Nilu Phule acted in around 250 Marathi and Hindi movies during his film career.[1] He is widely regarded as one of the greatest and iconic actors to have graced the Marathi Cinema. He was most prominently seen playing the roles of notorious villains in the movies.
",Nilu Phule
433,,https://upload.wikimedia.org/wikipedia/commons/3/31/Ninad_Kamat.jpg,"Ninad Kamat is an Indian Bollywood film actor. Some of his movies are Zabardast, Kabhi Up Kabhi Down, Shiva, Lage Raho Munnabhai, 7½ Phere, Viruddh, Dus, Parineeta, Zeher, Sangharsh, Doli Sajake Rakhna and Jai Gangaajal. He has also worked as a playback singer in Shiva and Darna Mana Hai. He is one of India's foremost voicing talents, having given his voice to thousands of commercials. He has dubbed for Amitabh Bachchan, Sachin Tendulkar, Will Smith, Jim Carrey and more.[2][3][4][5]
",Ninad Kamat
434,,,"Nitin Kumar Reddy, known professionally as Nithiin, is an Indian film actor and producer known for his works predominantly in Telugu cinema.[1] He is the son of noted Tollywood producer and film distributor Sudhakar Reddy. Nithiin made his film debut in the year 2002 with Jayam, for which he received the Filmfare Award for Best Male Debut – South. This film was one of the highest-grossing Telugu films of all time.[2] 
",Nithin
435,11-10-1984,https://upload.wikimedia.org/wikipedia/commons/0/01/Nivin_pauly_kannada_wikipedia.jpg,"Nivin Pauly (born 11 October 1984) is an Indian actor and producer. Known for his work in Malayalam cinema , he is the recipient of several awards including three Filmfare South and a Kerala State Film Award.[1]
",Nivin Pauly
436,,,"Nandamuri Taraka Rama Rao (28 May 1923 – 18 January 1996),[1] popularly known as NTR, was an Indian actor, producer, director, film editor and politician who served as Chief Minister of Andhra Pradesh for seven years over three terms. He is widely regarded as one of the greatest actors of Indian cinema and one of the two legends of Telugu cinema, along with Akkineni Nageswara Rao.[3][4] NTR received three National Film Awards for co-producing Thodu Dongalu (1954) and Seetharama Kalyanam (1960) under National Art Theater, Madras,[5] and for directing Varakatnam (1970).[6] NTR has received the erstwhile Rashtrapati Awards for his performance(s) in the Raju Peda (1954) and the Lava Kusa (1963).[7][8][9] He garnered the Nandi Award for Best Actor for Kodalu Diddina Kapuram in 1970, and the Inaugural Filmfare Award for Best Actor – Telugu in 1972 for Badi Panthulu.[7][9][10]
",N. T. Rama Rao
437,20-05-1983,https://upload.wikimedia.org/wikipedia/commons/7/7f/Jr._NTR_at_Interview_for_Aravinda_Sametha.png,"Nandamuri Taraka Rama Rao (born 20 May 1983), also known as Jr. N.T.R or Tarak,[2][3] is an Indian film actor and television personality known for his works in Telugu cinema.  He is the grandson of Telugu actor N. T. Rama Rao, who was the Chief Minister of Andhra Pradesh and who was commonly referred to as ""NTR"".[4] In 1996, he starred as a child artist in Ramayanam, which won the National Film Award for Best Children's Film for that year. His debut as an adult was in 2000 with the film Ninnu Choodalani. In his film career spanning 18 years, Rao has worked in 28 films. He has received two state Nandi Awards, two Filmfare Best Telugu Actor Awards and four CineMAA Awards.
",N. T. Rama Rao Jr.
438,25-12-1981,https://upload.wikimedia.org/wikipedia/commons/1/1b/Nandish_at_awards.JPG,"Nandish Sandhu (born 25 December 1981) is a model and television actor. He started his career with modeling,[3] and debuted as a television actor on the series Kasturi, where he played Raunak.[4] 
",Nandish Sandhu
439,15-05-1922,https://upload.wikimedia.org/wikipedia/commons/5/5e/Nasir_hussain.jpg,"Nazir Hussain,  also credited as Nasir Hussain (15 May 1922 – 16 October 1987) was an Indian film actor, director and screenwriter.[2][3][4][5] He was famous as a character actor in Hindi Cinema and acted in almost 500 films. Dev Anand starred in a large proportion of the films he acted in.
",Nazir Hussain
440,31-10-1986,https://upload.wikimedia.org/wikipedia/commons/4/41/Omkar_Kapoor_%2825448614036%29.jpg,"Omkar Kapoor is a Bollywood movie actor. He began his performing career as a child artist and worked in films like Judwaa, Hero No.1 and Judaai. He made his Bollywood debut as a supporting actor with his movie Pyaar Ka Punchnama 2.[1]
",Omkar Kapoor
441,13-02-1943,https://upload.wikimedia.org/wikipedia/en/9/9e/Oduvil_Unnikrishnan.jpg,"Oduvil Unnikrishnan (13 February 1943 – 27 May 2006) was an Indian film actor.  He was known for his versatile acting skills, shown in his portrayal of classical ancient aristocratic personalities in Malayalam cinema with his unique provincial linguistic style, expressions and dialect. He was noted as a serious as well as comic actor.[1] He composed music for an album named Parasuram Express (1984)[2] to lyrics written by Bichu Thirumala and an unreleased film named Sarvam Saha directed by Ravi Gupthan.[3]
",Oduvil Unnikrishnan
442,,https://upload.wikimedia.org/wikipedia/commons/0/0b/Om_Prakash_Actor.jpg,"Om Prakash Bakshi  (19 December 1919 – 21 February 1998) was an Indian character actor. He was born in Jammu, as Om Prakash Bakshi. He used to play the role of Kamla in the stage play by the famous Dewan Mandir Natak Samaj Jammu. Since his career began in 1942, he was a popular supporting actor from the 1950s until the 1980s. He also produced Jahanaara starring Bharat Bhushan, Shashikala, Prithviraj Kapoor and Mala Sinha in the title role of Jahanaara.
",Om Prakash
443,18-10-1950,https://upload.wikimedia.org/wikipedia/commons/e/ee/OmPuriSept10TIFF.jpg,"Om Prakash Puri, OBE (18 October 1950 – 6 January 2017) was an Indian actor who appeared in mainstream commercial Hindi films, as well as independent and art films. He is best known for his author-backed roles in films like Aakrosh (1980), Arohan (1982), Ardh Satya and television films like Sadgati (1981) and Tamas (1987) and also light-hearted roles in Jaane Bhi Do Yaaro (1983) and Chachi 420 (1997). He had various collaborations with director Shyam Benegal and Govind Nihalani.[1] Puri also appeared in non-Indian productions in the United States and Britain.[2]
",Om Puri
444,,https://upload.wikimedia.org/wikipedia/en/3/38/Om_Shivpuri.jpg,"Om Shivpuri (1937 – 15 October 1990) was an Indian theatre actor-director and character actor in Hindi films.
",Om Shivpuri
445,10-01-1982,https://upload.wikimedia.org/wikipedia/commons/1/1e/Omi_Vaidya.JPG,"Omi Vaidya (born January 10, 1982) is an American actor, best known for his performance as Chatur Ramalingam or ""The Silencer"" in the 2009 Bollywood film, 3 Idiots.[2] In addition, Vaidya has directed two short films and worked as an editor on others. He has also appeared in a number of television programs and commercials.[3] He is of Indian descent.
",Omi Vaidya
446,29-05-1954,https://upload.wikimedia.org/wikipedia/commons/a/ac/Pankaj_Kapur.jpg,"Pankaj Kapur (born 29 May 1954) is an Indian theatre, television and film actor. He is the father of actor Shahid Kapoor with his first wife, Neelima Azeem. He has appeared in several television serials and films. His most acclaimed film roles to date have been that of Inspector P.K. in Raakh (1989), Dr. Dipankar Roy in Ek Doctor Ki Maut (1991) and Abba ji, (based on Shakespeare's King Duncan) in Vishal Bhardwaj's adaptation of Macbeth; Maqbool (2004), all three roles which got him National Film Awards.[1]
",Pankaj Kapoor
